chat,date,sender_id,message_id,text
https://t.me/natuurlijkegezondheid,2021-06-08T10:25:42.000000Z,-1001467842957,25,"Maak je eigen kruiden/honing azijn voor verkoudheid en griep:

Door azijn, kruiden en honing te combineren brengen we al het goede in 1 potje wat perfect te gebruiken is bij verkoudheid en of griep. Het is antibiotisch, ontsmettend en helpt het immuunsysteem.

Het recept:
- 4 el fijngesneden ui
- 4 el fijngesneden knoflook
- 3 el geraspte gemberwortel
- 3 el geraspte mierikswortel
- 3 el mosterdzaad
- 3 el peperkorrels
- 2 rode pepers
- 500ml appelcider azijn
- 200 ml honing

Stop de kruiden in de weckpot en vul aan met appelcider azijn tot dat de kruiden goed onder staan (desnoods meer appelazijn toevoegen) Gebruik geen metalen deksels gezien azijn metaal kan aantasten. Laat het mengsel 2 weken trekken en roer het af en toe rond. Zeef de kruiden na 2 weken en voeg de azijn en honing samen. Schud tot het is opgelost en mits je koel en droog bewaard is het zo'n 2 jaar houdbaar"
https://t.me/natuurlijkegezondheid,2021-06-02T07:07:58.000000Z,-1001467842957,24,"Vick's Vaporub maar dan natuurlijk:

Wij gaan voor zo natuurlijk mogelijk, en daar past geen vaseline in of andere schadelijke stoffen die in het origineel zitten, bij deze dus een natuurlijke vervanger hiervan.

Het recept:
- 25 gr draagolie naar keuze
- 15 gr sheaboter 
- 4 gr bijenwas
- 1 gr menthol kristallen
- 30 dr etherische olie (ravintsara, eucalyptus, cajeput, pepermunt, tijm, tea tree, rozemarijn, kruidnagel, grove den)

Verwarm de draagolie, sheaboter en bijenwas au-bain marie, als dit gesmolten is voeg je de menthol kristallen toe. Goed roeren tot dat alles is opgelost, laat het nu afkoelen tot 40 graden en voeg dan de etherische oliën toe.

Optioneel: koop 1 of meerdere van de kruiden in droge vorm en voeg dit toe aan je draagolie en macereer dit voor enkele weken voor een krachtigere zalf.

In dit recept zit geen kamfer gezien gele en bruine kamfer in de aromatherapie giftig zijn. Witte kamfer kan gebruikt worden maar zorgvuldigheid hierin raadt ik aan.

De belangrijke stoffen in Vicks zijn eucalyptus en kamfer en menthol, in dit recept vervangen we de kamfer dus met ravintsara. Gebruik van de eucalyptus en ravintsara dan ook minimaal 5 dr van elk in het recept. De andere etherische oliën naar eigen inzicht toevoegen tot aan 30 dr totaal.

Voorbeeld van een combinatie van etherische oliën voor dit recept:
5 dr eucalyptus, 5 dr ravintsara, 4 dr pepermunt, 4 dr cajeput, 3 dr grove den, 3 dr kruidnage, 2 dr tijm, 2 dr rozemarijn, 2dr tea tree.

(Te lange tekst, dus geen foto..)"
https://t.me/natuurlijkegezondheid,2021-05-31T10:50:53.000000Z,-1001467842957,23,"Vloeibare handzeep, hoe maak je dat?

Nou dat is eigenlijk best simpel, we werken namelijk maar met 2 ingrediënten namelijk water en zeep. Natuurlijk hoef je je niet te beperken tot die 2, laat vooral je creativiteit los.

Het recept:
- 27 gr geraspte zeep (minimaal 20 gr, maximaal 40 gr)
- 1L koud water

Rasp de zeep en voeg de zeep toe aan het water. Roer tot dat het zeep is opgelost terwijl je het water aan de kook brengt. Mocht het al opgelost zijn voordat het kookt is dat geen probleem. Laat dit nu een dag staan op een koele plek en je zult zien dat je één dikke massa hebt. Eventjes met de blender hier door heen en je handzeepje is klaar.

Je kan ook nog kleurstof toevoegen tijdens het roeren en je zou na de tijd een schuurmiddel kunnen toevoegen om handzeep te maken die beter schoonmaakt. Je kan dit doen met baking soda maar ook met fijn zand. En voor een geurtje kan je etherische olie gebruiken of een zeep met geur."
https://t.me/natuurlijkegezondheid,2021-05-24T15:43:45.000000Z,-1001467842957,21,"Echinacea tinctuur, voor een natuurlijke weerstand:

Echinacea (Zonnehoed) is een kruid dat gebruikt wordt om de duur van verkoudheden en griep in te korten en om de symptomen ervan, zoals keelpijn, koorts en hoest, te verminderen. Het wordt ook gebruikt om de weerstand te bevorderen en infecties te bestrijden

Hoe maak je het:

Als je met droge kruiden werkt dan gebruik je 20% van de grote van de pot. Werk je met verse kruiden dan kan je wel tot 50% gaan.

Voeg de Echinacea toe en vul hierna de pot met alcohol. In dit geval gebruiken we vodka van 40%.

Laat dit nu 6 weken staan op een donkere plaats en controleer af en toe of alle kruiden nog onder alcohol staan. 

Voor het dagelijks gebruik is een druppel pipet flesje wel erg handig."
https://t.me/natuurlijkegezondheid,2021-05-16T16:31:45.000000Z,-1001467842957,20,"Verwen jezelf met deze heerlijke scrub:

Een scrub is goed voor de huid, het maakt de huid schoon en helpt met het gladder maken van de huid. De meeste scrubs zijn vaak gemaakt van slechts enkele ingrediënten. Deze scrub is een combinatie van enkele beproefde recepten en combineert de goede eigenschappen van elk tot 1 scrub die een weldaad voor je huid is.

Het recept:
- 1/2 kop argan olie of een olie naar keuze
- 1/4 kop koffie (fijn gemalen)
- 1/4 kop havermout (fijn gemalen)
- 1/4 kop bruine suiker
- 1/8 kop kurkuma poeder
- 1/8 kop cacao poeder
- 1/9 kop groene thee (losse thee)
- 2 el lopende honing
- 1 tl vitamine E olie
- 10-20 dr etherische olie naar keuze 

Voeg alle ingrediënten samen, en u hebt zojuist een heerlijke scrub gemaakt.

Geschikt voor het lichaam en het gezicht. Op het gezicht wel je ogen gesloten houden.

Dit is 1 voor in de ochtend/middag vanwege de cafeïne. Wil je dit niet vervang dan de koffie voor suiker of havermout of iets anders."
https://t.me/natuurlijkegezondheid,2021-05-16T10:48:40.000000Z,-1001467842957,19,"Een luxe crème die heerlijk is voor in de zomer:

Een crème bevat in tegenstelling tot een zalf ook ingrediënten op basis van water, hierdoor werken we met een conserveringsmiddel (een kleine portie voor enkele dagen is ook prima zonder). Het voordeel van dat je met water werkt is dat je er prachtige ingrediënten aan toe kan voegen. 

Het recept:

- 30 gr oliën (argan, cactusvijg, duindoorn, jojoba en rozenbottel)
- 10 gr sheaboter
- 4 gr bijenwas
- 12 gr lanoline
- 1/4 tl propolis poeder
- 24 ml lavendel hydrolaat
- 18 gr aloë vera
- 1 tl honing (rauwe lopende honing)
- 2 gr zijdeproteine (maakt de huid zijdezacht en brengt glans)
- paar druppels vitamine E olie
- 0,7 gr hyaluronzuur (brengt vocht in de huid en verminderd rimpels)
- 0,6 gr Q10 (antioxidant)
- 2,5 gr squalaan (maakt de huid glad en zacht)
- 2,5 gr Leucidal (conservingsmiddel)
- 20 dr ehterische olie naar keuze

Instructies staan in de comments"
https://t.me/natuurlijkegezondheid,2021-05-12T06:53:52.000000Z,-1001467842957,18,"Romige Body Boter:

Een body boter werkt ideaal op de wat drogere huid door de huid te voeden en te hydrateren

Naast een weldaad voor je huid heeft het nog meer positieve effecten. Het verminderd rimpels, brengt verlichting bij zonnebrand, eczeem of uitslag, voedt de huid met vitamines en antioxidanten en laat een beschermend laagje achter op de huid.

Het recept:
- 25 gr sheaboter
- 15 gr mangoboter
- 15 ml goudsbloem-arganolie (goudsbloem 6 weken laten trekken in de arganolie)
- 3 gr honing (vloeibaar)
- 10-20 dr etherische olie (ik gebruik hiervoor groene mandarijn, lavendel en sandelhout)

Optioneel: voeg een klein beetje arrowroot poeder toe aan je draagolie voor een minder vettig gevoel op de huid.

Smelt de boter au-bain-marie, eenmaal gesmolten voeg je de olie toe, als het onder de 40 graden is voeg je de honing en de etherische olie toe. Nog even alles roeren en plaats het dan voor 30 min in de koelkast en klop het geheel hierna goed door. Dit kan zowel met de hand als met een mixer."
https://t.me/natuurlijkegezondheid,2021-05-10T20:38:16.000000Z,-1001467842957,17,"Anti Schimmel Roller:

Schimmels kun je door vele redenen oplopen en hier is niet altijd iets aan te doen. Daarom is het handig om te weten wat je hier zelf aan zou kunnen doen.

Het recept:
9,5 ml draagolie naar keuze
0,5 ml etherische olie naar keuze

Voeg de draagolie en etherische olie samen in een pipet flesje of een roller voor makkelijk gebruik

Enkele keuzes voor etherische oliën: Tijm, Tea Tree, Kaneel, Oregano, Kruidnagel en Pepermunt.

Je kan ook de verse of droge kruiden van deze bovengenoemde opties macereren* in je draagolie voor een extra sterk effect.  

* stop verse of droge kruiden of planten in een pot met olie en sluit deze af en laat dit voor 6 weken staan op een koele en donkere plaats. Zorg dat de inhoud altijd onder de olie staat."
https://t.me/natuurlijkegezondheid,2021-05-07T07:15:22.000000Z,-1001467842957,16,"Maak je eigen talk vrije baby poeder:

Waarom talk vrij? Talk is dan wel een natuurlijk product maar kan verontreinigd zijn en dit is door het fijne poeder makkelijk in te krijgen via de longen. 

De zelfgemaakte poeder werkt verkoelend en jeukstillend en is ideaal voor vochtige en broeierige plekken op de huid.

Het recept:
4 delen maiszetmeel (maïzena)
1 deel kaolin klei
2 delen gedroogde lavendelblaadjes
2 delen gedroogde goudsbloemblaadjes
2 delen gedroogde rozenblaadjes
5 dr lavendel etherische olie

Maal de gedroogde bloemen tot een fijn poeder en voeg de etherische olie toe. Mix dit door elkaar en voeg vervolgens de klei en maiszetmeel toe en mix dit door elkaar.

Naast dat het goed is als vervanging van babypoeder is het ook te gebruiken bij zweetvoeten, om blaren te voorkomen, irritaties op de huid na bijvoorbeeld scheren of bij vet haar.

Gebruik dit niet bij schimmels, schimmels kunnen zich voeden met het maiszetmeel."
https://t.me/natuurlijkegezondheid,2021-05-03T18:25:10.000000Z,-1001467842957,15,"Een recept voor de heren, maak je eigen baardolie:

Geen dure baardoliën vol met chemische middelen of slechts enkele werkzame stoffen. Het kan zo veel beter als je even de tijd neemt om het zelf te maken. Puur natuur en een lust voor je baard!

Het recept:
- 29 ml draagolie naar keuze (ik zelf gebruik argan olie)
- 20/30 dr etherische olie (zie de afbeelding voor keuze in de etherische oliën)

Afhankelijk van je huidtype kies je je draagolie, elke olie heeft namelijk zijn eigen kenmerken zo is argan olie geschikt voor een vettige tot normale huid en is amandelolie erg geschikt voor een droge huid. 

Hier boven een lijst met de etherische oliën die ik gebruik in mijn baardolie en hun werking in het product. Ik gebruik het voltallige schema, maar een selectie maken van enkele oliën levert al een beter product op dan wat vaak elders is te verkrijgen."
